Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,CoverTypeBinary
2858.0,22.0,13.0,108.0,6.0,3260.0,212.0,212.0,135.0,4791.0,1
2466.0,354.0,20.0,0.0,0.0,807.0,182.0,201.0,153.0,1463.0,0
2703.0,17.0,27.0,201.0,59.0,2040.0,187.0,173.0,112.0,845.0,1
3163.0,285.0,17.0,485.0,39.0,3648.0,171.0,238.0,206.0,1356.0,0
2959.0,108.0,12.0,256.0,62.0,3867.0,240.0,226.0,114.0,5291.0,1
2735.0,304.0,12.0,67.0,8.0,1572.0,187.0,234.0,187.0,2443.0,1
2965.0,41.0,14.0,42.0,9.0,1052.0,221.0,209.0,120.0,42.0,1
3029.0,340.0,6.0,124.0,20.0,2737.0,207.0,231.0,163.0,750.0,0
3295.0,121.0,11.0,150.0,40.0,5955.0,238.0,231.0,122.0,360.0,0
2985.0,93.0,16.0,300.0,82.0,4419.0,243.0,214.0,96.0,4826.0,1
3281.0,351.0,7.0,201.0,40.0,1368.0,207.0,227.0,159.0,600.0,0
3076.0,77.0,14.0,180.0,8.0,830.0,237.0,212.0,103.0,2056.0,0
2926.0,64.0,8.0,361.0,56.0,1861.0,228.0,224.0,129.0,2577.0,1
2734.0,186.0,19.0,212.0,113.0,2156.0,219.0,250.0,156.0,485.0,1
3211.0,86.0,10.0,247.0,36.0,3284.0,234.0,224.0,120.0,4669.0,0
3078.0,18.0,1.0,573.0,35.0,661.0,218.0,236.0,156.0,738.0,1
3162.0,140.0,20.0,228.0,23.0,1825.0,246.0,229.0,102.0,2048.0,0
3081.0,3.0,12.0,42.0,6.0,3797.0,203.0,216.0,150.0,1900.0,0
2886.0,3.0,10.0,0.0,0.0,3801.0,206.0,220.0,152.0,2689.0,1
3033.0,241.0,18.0,466.0,236.0,2724.0,184.0,252.0,203.0,1697.0,0
3310.0,90.0,18.0,424.0,19.0,1667.0,244.0,209.0,89.0,3141.0,1
2941.0,60.0,8.0,30.0,13.0,2067.0,226.0,224.0,132.0,2854.0,1
3247.0,315.0,6.0,95.0,3.0,5630.0,205.0,235.0,170.0,703.0,0
2684.0,134.0,13.0,134.0,31.0,1852.0,240.0,233.0,120.0,1034.0,1
2883.0,55.0,6.0,0.0,0.0,1800.0,224.0,227.0,139.0,2177.0,0
2952.0,327.0,5.0,0.0,0.0,1530.0,208.0,234.0,165.0,2106.0,0
2965.0,34.0,12.0,335.0,49.0,4656.0,218.0,214.0,130.0,4135.0,0
3188.0,189.0,24.0,228.0,71.0,2804.0,213.0,250.0,158.0,1026.0,0
2699.0,47.0,20.0,170.0,43.0,1899.0,222.0,192.0,96.0,994.0,1
3279.0,54.0,16.0,255.0,57.0,2881.0,228.0,204.0,105.0,2431.0,0
3260.0,203.0,18.0,402.0,147.0,1110.0,208.0,253.0,174.0,1953.0,0
3075.0,324.0,11.0,150.0,18.0,3306.0,192.0,228.0,176.0,2285.0,0
3142.0,9.0,14.0,150.0,19.0,3129.0,203.0,211.0,144.0,3225.0,0
3078.0,171.0,10.0,162.0,13.0,2522.0,227.0,245.0,149.0,3540.0,0
3097.0,6.0,12.0,180.0,38.0,1699.0,205.0,217.0,148.0,474.0,1
3057.0,124.0,17.0,451.0,190.0,6107.0,246.0,226.0,102.0,3960.0,1
2843.0,35.0,10.0,0.0,0.0,1784.0,219.0,218.0,134.0,2514.0,1
2965.0,237.0,11.0,509.0,59.0,5805.0,200.0,250.0,187.0,3510.0,1
3109.0,58.0,23.0,300.0,-59.0,1024.0,230.0,184.0,75.0,930.0,0
3285.0,351.0,6.0,285.0,57.0,1680.0,210.0,230.0,159.0,858.0,0
2991.0,113.0,14.0,212.0,32.0,4924.0,243.0,225.0,108.0,5844.0,1
2687.0,117.0,11.0,150.0,7.0,566.0,238.0,230.0,121.0,1537.0,0
3222.0,147.0,16.0,446.0,129.0,342.0,240.0,236.0,121.0,3074.0,0
3167.0,90.0,3.0,301.0,30.0,2010.0,224.0,234.0,146.0,779.0,0
2854.0,85.0,13.0,306.0,62.0,4422.0,238.0,218.0,109.0,5210.0,0
3414.0,321.0,6.0,700.0,218.0,808.0,204.0,234.0,169.0,842.0,0
3063.0,43.0,15.0,400.0,48.0,4624.0,221.0,205.0,114.0,3004.0,0
3239.0,11.0,10.0,543.0,40.0,618.0,210.0,221.0,147.0,1050.0,0
2809.0,73.0,11.0,283.0,36.0,2257.0,233.0,220.0,118.0,2652.0,1
3328.0,118.0,8.0,350.0,43.0,1718.0,234.0,233.0,130.0,1947.0,0
2982.0,287.0,12.0,60.0,12.0,2509.0,186.0,239.0,193.0,875.0,0
3152.0,150.0,17.0,150.0,3.0,6284.0,240.0,237.0,121.0,1075.0,0
2768.0,23.0,7.0,120.0,15.0,516.0,216.0,225.0,145.0,2765.0,1
3021.0,90.0,1.0,0.0,0.0,6549.0,221.0,236.0,151.0,3287.0,1
2733.0,189.0,18.0,108.0,30.0,726.0,218.0,251.0,160.0,2108.0,1
2934.0,106.0,14.0,67.0,11.0,3717.0,243.0,223.0,107.0,1396.0,1
3285.0,4.0,4.0,90.0,0.0,5691.0,215.0,232.0,155.0,674.0,0
3163.0,238.0,21.0,180.0,32.0,1641.0,178.0,253.0,207.0,2230.0,0
3276.0,337.0,14.0,295.0,35.0,4648.0,189.0,221.0,170.0,841.0,0
2937.0,259.0,2.0,42.0,0.0,3931.0,213.0,240.0,165.0,1928.0,0
3112.0,63.0,23.0,408.0,97.0,4563.0,233.0,186.0,72.0,3084.0,0
3133.0,77.0,16.0,30.0,-1.0,4739.0,238.0,210.0,98.0,2954.0,0
3004.0,0.0,0.0,503.0,30.0,1954.0,218.0,238.0,156.0,1176.0,0
3206.0,92.0,6.0,313.0,11.0,1024.0,230.0,230.0,133.0,1317.0,0
3109.0,50.0,14.0,361.0,55.0,3596.0,226.0,208.0,113.0,3060.0,0
3040.0,351.0,8.0,42.0,3.0,1273.0,206.0,227.0,159.0,2416.0,1
2640.0,259.0,2.0,212.0,12.0,272.0,213.0,240.0,165.0,1650.0,1
3202.0,59.0,10.0,120.0,-3.0,2523.0,228.0,220.0,125.0,1415.0,0
2843.0,264.0,35.0,120.0,72.0,2163.0,112.0,230.0,243.0,1384.0,0
3146.0,128.0,20.0,212.0,28.0,3619.0,248.0,224.0,94.0,216.0,0
3198.0,230.0,14.0,524.0,125.0,5943.0,197.0,252.0,190.0,2236.0,1
2946.0,142.0,14.0,0.0,0.0,1556.0,239.0,236.0,123.0,242.0,0
3018.0,271.0,16.0,30.0,8.0,2880.0,178.0,244.0,205.0,1006.0,0
3172.0,58.0,12.0,120.0,37.0,1748.0,228.0,214.0,117.0,2083.0,1
2977.0,84.0,2.0,731.0,175.0,1113.0,222.0,235.0,149.0,2391.0,1
2965.0,53.0,14.0,216.0,26.0,6103.0,227.0,209.0,112.0,3824.0,0
3285.0,346.0,11.0,757.0,94.0,6047.0,199.0,223.0,162.0,2793.0,1
2973.0,146.0,2.0,60.0,0.0,2559.0,221.0,238.0,153.0,1812.0,0
3167.0,5.0,13.0,511.0,60.0,5691.0,204.0,215.0,148.0,721.0,0
2642.0,7.0,23.0,180.0,77.0,1803.0,185.0,187.0,132.0,1426.0,1
2978.0,7.0,12.0,170.0,23.0,5749.0,205.0,215.0,147.0,3660.0,0
3171.0,302.0,21.0,210.0,47.0,3997.0,156.0,225.0,207.0,1682.0,0
3178.0,282.0,11.0,67.0,1.0,664.0,189.0,241.0,191.0,959.0,1
3075.0,359.0,14.0,90.0,18.0,3734.0,199.0,214.0,152.0,1945.0,0
3308.0,75.0,11.0,390.0,74.0,3679.0,233.0,220.0,117.0,1630.0,0
3070.0,356.0,13.0,30.0,7.0,594.0,199.0,217.0,155.0,1478.0,1
2826.0,80.0,15.0,60.0,9.0,1290.0,239.0,211.0,98.0,2356.0,1
2956.0,120.0,7.0,30.0,6.0,4140.0,232.0,235.0,136.0,990.0,0
2813.0,275.0,12.0,499.0,81.0,95.0,188.0,243.0,194.0,1827.0,1
3222.0,133.0,18.0,540.0,68.0,1168.0,246.0,228.0,103.0,2271.0,0
3054.0,30.0,8.0,450.0,14.0,4964.0,218.0,223.0,141.0,408.0,1
2812.0,346.0,19.0,228.0,56.0,1470.0,181.0,207.0,163.0,2605.0,1
3233.0,204.0,19.0,190.0,66.0,2227.0,205.0,254.0,176.0,1315.0,0
2636.0,160.0,14.0,301.0,36.0,845.0,234.0,242.0,135.0,2408.0,1
3253.0,74.0,16.0,510.0,74.0,4821.0,237.0,207.0,95.0,3076.0,0
2672.0,85.0,15.0,124.0,15.0,3538.0,240.0,213.0,99.0,2264.0,1
3101.0,35.0,13.0,272.0,34.0,4837.0,218.0,211.0,127.0,591.0,1
2669.0,93.0,15.0,210.0,52.0,1027.0,242.0,215.0,99.0,582.0,1
2660.0,107.0,20.0,285.0,74.0,1302.0,250.0,212.0,81.0,674.0,1
3074.0,317.0,19.0,335.0,69.0,2592.0,166.0,220.0,192.0,904.0,0
3441.0,221.0,10.0,870.0,48.0,3479.0,208.0,250.0,178.0,351.0,0
2959.0,356.0,15.0,150.0,20.0,3267.0,196.0,213.0,154.0,2151.0,0
3151.0,270.0,4.0,30.0,2.0,1266.0,208.0,241.0,171.0,450.0,0
2864.0,272.0,17.0,170.0,56.0,2214.0,173.0,243.0,209.0,1034.0,1
3176.0,25.0,25.0,774.0,-47.0,847.0,199.0,178.0,105.0,1824.0,0
3086.0,14.0,8.0,42.0,2.0,3766.0,213.0,224.0,148.0,362.0,0
3092.0,42.0,19.0,841.0,-94.0,1699.0,219.0,194.0,103.0,2193.0,0
3107.0,180.0,9.0,391.0,48.0,484.0,224.0,246.0,155.0,1304.0,1
3035.0,304.0,20.0,85.0,23.0,1920.0,160.0,225.0,204.0,1451.0,0
3186.0,122.0,9.0,0.0,0.0,4310.0,236.0,233.0,127.0,3274.0,0
3162.0,354.0,7.0,95.0,20.0,3118.0,208.0,227.0,157.0,5077.0,0
2854.0,7.0,15.0,85.0,15.0,1484.0,202.0,210.0,144.0,2582.0,0
3263.0,327.0,11.0,0.0,0.0,882.0,193.0,228.0,174.0,1319.0,1
3054.0,229.0,17.0,210.0,42.0,2201.0,191.0,253.0,196.0,1809.0,1
2706.0,35.0,10.0,153.0,17.0,1996.0,219.0,218.0,134.0,5521.0,1
3301.0,336.0,9.0,30.0,2.0,4039.0,201.0,229.0,167.0,1579.0,0
3096.0,281.0,10.0,30.0,8.0,1976.0,194.0,241.0,187.0,573.0,0
3305.0,184.0,17.0,805.0,148.0,942.0,222.0,249.0,154.0,1476.0,1
2955.0,135.0,13.0,150.0,23.0,4222.0,240.0,234.0,120.0,5213.0,1
2988.0,176.0,7.0,417.0,43.0,6096.0,224.0,244.0,154.0,3215.0,1
2864.0,28.0,10.0,430.0,32.0,660.0,216.0,218.0,137.0,1339.0,1
3194.0,45.0,8.0,42.0,-4.0,5072.0,223.0,222.0,134.0,722.0,0
3508.0,108.0,20.0,400.0,74.0,2659.0,250.0,212.0,81.0,2096.0,0
2807.0,5.0,10.0,212.0,9.0,1764.0,208.0,221.0,150.0,1830.0,1
3057.0,342.0,11.0,234.0,31.0,3727.0,198.0,224.0,165.0,765.0,0
3188.0,213.0,13.0,42.0,-2.0,2113.0,208.0,252.0,177.0,3999.0,0
2932.0,60.0,5.0,30.0,3.0,1861.0,224.0,229.0,140.0,1718.0,0
2981.0,299.0,9.0,162.0,29.0,474.0,196.0,237.0,181.0,834.0,1
2974.0,161.0,16.0,875.0,95.0,2966.0,234.0,242.0,134.0,1645.0,1
3022.0,6.0,13.0,108.0,12.0,1284.0,203.0,214.0,147.0,1325.0,1
3183.0,299.0,6.0,268.0,23.0,4872.0,203.0,238.0,174.0,2503.0,1
3214.0,62.0,4.0,560.0,39.0,4010.0,223.0,232.0,145.0,2885.0,0
2738.0,37.0,18.0,0.0,0.0,1353.0,216.0,198.0,111.0,1693.0,1
3060.0,106.0,15.0,323.0,92.0,3797.0,245.0,220.0,99.0,2477.0,0
2554.0,52.0,8.0,182.0,24.0,1383.0,225.0,223.0,132.0,4682.0,1
2733.0,90.0,9.0,0.0,0.0,2854.0,233.0,227.0,125.0,2644.0,1
3022.0,262.0,12.0,589.0,-46.0,1822.0,190.0,246.0,195.0,2301.0,1
3206.0,174.0,2.0,170.0,11.0,5344.0,220.0,240.0,156.0,1172.0,0
3119.0,111.0,11.0,120.0,11.0,5370.0,238.0,229.0,119.0,847.0,1
3050.0,0.0,0.0,270.0,2.0,2733.0,218.0,237.0,156.0,825.0,1
3056.0,21.0,14.0,170.0,21.0,4625.0,210.0,210.0,134.0,679.0,1
2975.0,118.0,18.0,360.0,129.0,2324.0,248.0,221.0,95.0,1499.0,1
3316.0,289.0,9.0,295.0,37.0,3630.0,194.0,239.0,185.0,1962.0,0
2859.0,10.0,7.0,134.0,24.0,2906.0,213.0,226.0,151.0,2792.0,1
2984.0,24.0,16.0,85.0,14.0,1851.0,210.0,205.0,128.0,3769.0,0
2597.0,81.0,11.0,150.0,28.0,1451.0,235.0,219.0,114.0,1438.0,1
3169.0,34.0,14.0,60.0,21.0,1565.0,217.0,210.0,125.0,2492.0,0
2991.0,4.0,10.0,309.0,42.0,4339.0,207.0,220.0,151.0,5083.0,0
3012.0,294.0,23.0,85.0,16.0,499.0,150.0,227.0,215.0,2296.0,0
3037.0,16.0,8.0,247.0,-2.0,3159.0,214.0,224.0,147.0,977.0,0
3042.0,198.0,1.0,446.0,58.0,3252.0,218.0,239.0,157.0,726.0,1
2980.0,108.0,12.0,283.0,-33.0,636.0,241.0,225.0,112.0,2001.0,1
2793.0,47.0,12.0,180.0,12.0,1395.0,224.0,214.0,122.0,1140.0,1
3011.0,206.0,17.0,319.0,52.0,5728.0,207.0,253.0,176.0,2273.0,1
2929.0,216.0,4.0,201.0,-1.0,1761.0,216.0,243.0,165.0,1003.0,1
3191.0,58.0,12.0,446.0,6.0,2052.0,228.0,214.0,117.0,987.0,0
3190.0,235.0,12.0,313.0,-16.0,721.0,200.0,250.0,187.0,2170.0,1
3360.0,3.0,15.0,30.0,7.0,3985.0,198.0,209.0,147.0,1425.0,0
2893.0,170.0,4.0,150.0,13.0,3736.0,223.0,241.0,154.0,3830.0,1
3146.0,329.0,14.0,361.0,53.0,2842.0,187.0,223.0,176.0,3514.0,0
3230.0,270.0,11.0,108.0,22.0,3171.0,192.0,244.0,192.0,1464.0,0
2784.0,163.0,22.0,85.0,15.0,4090.0,234.0,240.0,126.0,5371.0,1
3240.0,155.0,7.0,30.0,0.0,5327.0,228.0,241.0,146.0,503.0,1
3039.0,128.0,8.0,90.0,-5.0,2675.0,234.0,235.0,132.0,553.0,1
3201.0,83.0,9.0,30.0,-4.0,1915.0,233.0,224.0,122.0,1733.0,0
2709.0,6.0,11.0,366.0,97.0,2467.0,207.0,219.0,149.0,1473.0,1
2580.0,14.0,7.0,240.0,64.0,1683.0,213.0,225.0,149.0,1868.0,1
2861.0,80.0,27.0,134.0,71.0,488.0,243.0,181.0,50.0,541.0,0
2955.0,135.0,13.0,400.0,59.0,5535.0,240.0,234.0,120.0,4499.0,1
2922.0,12.0,8.0,30.0,-3.0,3781.0,212.0,224.0,149.0,6376.0,1
3065.0,254.0,12.0,458.0,149.0,3139.0,192.0,248.0,194.0,2084.0,0
3196.0,52.0,18.0,600.0,136.0,1703.0,226.0,197.0,98.0,2118.0,0
2768.0,144.0,4.0,180.0,25.0,2718.0,226.0,239.0,148.0,5747.0,1
2863.0,90.0,15.0,95.0,16.0,3899.0,242.0,214.0,98.0,6181.0,1
2906.0,34.0,11.0,531.0,82.0,1595.0,219.0,217.0,133.0,2881.0,1
2676.0,126.0,2.0,30.0,-1.0,1342.0,223.0,237.0,151.0,1529.0,1
3113.0,80.0,18.0,150.0,-23.0,860.0,241.0,206.0,89.0,1224.0,0
3179.0,332.0,14.0,42.0,8.0,2605.0,188.0,222.0,173.0,2771.0,0
3153.0,24.0,9.0,323.0,31.0,1973.0,215.0,220.0,141.0,2738.0,0
3019.0,315.0,10.0,60.0,10.0,2783.0,193.0,232.0,178.0,713.0,0
3051.0,339.0,11.0,309.0,27.0,849.0,196.0,224.0,167.0,1092.0,1
2754.0,222.0,27.0,242.0,137.0,513.0,174.0,253.0,202.0,1598.0,1
3356.0,165.0,14.0,42.0,17.0,1591.0,231.0,244.0,141.0,3355.0,0
2891.0,55.0,19.0,402.0,68.0,2696.0,228.0,197.0,95.0,3085.0,1
3041.0,85.0,23.0,120.0,40.0,2075.0,246.0,194.0,66.0,2922.0,0
2947.0,23.0,6.0,201.0,49.0,2256.0,216.0,227.0,147.0,510.0,1
3141.0,80.0,5.0,268.0,20.0,5559.0,227.0,230.0,137.0,706.0,0
3235.0,24.0,11.0,30.0,3.0,4387.0,214.0,215.0,136.0,931.0,0
3140.0,31.0,7.0,201.0,12.0,2497.0,218.0,225.0,143.0,1383.0,0
3069.0,39.0,3.0,0.0,0.0,1478.0,220.0,232.0,149.0,3036.0,0
3091.0,20.0,13.0,247.0,14.0,1530.0,210.0,211.0,135.0,1950.0,0
3060.0,5.0,23.0,277.0,93.0,2492.0,184.0,189.0,136.0,1215.0,0
2776.0,185.0,16.0,212.0,62.0,2458.0,221.0,249.0,156.0,2482.0,1
2985.0,45.0,10.0,424.0,72.0,4633.0,223.0,218.0,129.0,3998.0,0
3104.0,270.0,15.0,541.0,75.0,2864.0,180.0,244.0,203.0,708.0,0
3041.0,270.0,27.0,247.0,115.0,2589.0,139.0,237.0,231.0,2652.0,1
2815.0,219.0,31.0,108.0,52.0,3054.0,169.0,251.0,201.0,1374.0,1
2815.0,215.0,32.0,212.0,114.0,2671.0,171.0,249.0,195.0,994.0,1
3077.0,83.0,4.0,255.0,14.0,1307.0,225.0,233.0,143.0,1615.0,1
3285.0,93.0,12.0,210.0,-28.0,4084.0,239.0,222.0,111.0,2230.0,0
2932.0,80.0,12.0,210.0,19.0,4821.0,236.0,219.0,113.0,2697.0,0
3139.0,57.0,20.0,150.0,56.0,5037.0,230.0,194.0,89.0,1516.0,0
2878.0,2.0,32.0,192.0,-17.0,268.0,159.0,162.0,126.0,1507.0,0
2967.0,72.0,5.0,558.0,54.0,4073.0,225.0,231.0,141.0,4650.0,1
3234.0,13.0,9.0,108.0,16.0,1224.0,212.0,222.0,148.0,2003.0,0
2891.0,139.0,9.0,192.0,23.0,3218.0,234.0,237.0,134.0,2148.0,1
2755.0,37.0,14.0,488.0,66.0,335.0,219.0,209.0,123.0,1025.0,1
2860.0,162.0,8.0,218.0,40.0,2164.0,229.0,242.0,146.0,2896.0,1
2884.0,139.0,22.0,42.0,17.0,3492.0,247.0,227.0,96.0,5018.0,1
3029.0,31.0,11.0,30.0,1.0,2413.0,217.0,216.0,133.0,2912.0,1
3152.0,241.0,13.0,751.0,8.0,6266.0,194.0,251.0,193.0,1240.0,1
2804.0,141.0,3.0,180.0,13.0,3135.0,224.0,238.0,150.0,5982.0,1
3115.0,338.0,5.0,569.0,-70.0,1150.0,209.0,233.0,162.0,1184.0,0
2913.0,358.0,5.0,277.0,22.0,1337.0,211.0,230.0,156.0,1702.0,0
3034.0,7.0,11.0,547.0,0.0,6536.0,206.0,217.0,148.0,3628.0,0
3166.0,220.0,8.0,484.0,111.0,3079.0,210.0,248.0,174.0,228.0,1
3146.0,9.0,18.0,551.0,73.0,1448.0,197.0,202.0,138.0,2177.0,0
3021.0,182.0,18.0,120.0,17.0,6361.0,223.0,249.0,152.0,3348.0,1
2943.0,96.0,13.0,300.0,-35.0,424.0,241.0,220.0,107.0,916.0,0
2930.0,262.0,21.0,85.0,19.0,5687.0,164.0,245.0,217.0,1087.0,1
3070.0,108.0,19.0,150.0,48.0,4855.0,249.0,214.0,86.0,234.0,0
2827.0,186.0,21.0,30.0,14.0,2553.0,218.0,249.0,154.0,1883.0,1
2745.0,70.0,17.0,90.0,-2.0,2388.0,236.0,205.0,96.0,481.0,1
3120.0,214.0,14.0,150.0,10.0,1416.0,207.0,252.0,179.0,2436.0,0
2878.0,190.0,25.0,242.0,120.0,1461.0,211.0,249.0,157.0,1798.0,1
2965.0,77.0,12.0,400.0,6.0,3315.0,235.0,218.0,113.0,6002.0,1
2781.0,280.0,18.0,240.0,62.0,2531.0,169.0,239.0,209.0,30.0,1
3085.0,162.0,9.0,240.0,4.0,3610.0,229.0,243.0,145.0,932.0,0
2867.0,355.0,20.0,350.0,161.0,2904.0,182.0,200.0,152.0,1797.0,1
3047.0,61.0,30.0,371.0,102.0,1704.0,229.0,163.0,45.0,3355.0,0
3346.0,224.0,30.0,150.0,91.0,3448.0,168.0,251.0,206.0,371.0,0
2982.0,66.0,6.0,376.0,0.0,4625.0,227.0,227.0,135.0,5028.0,1
3275.0,167.0,8.0,306.0,99.0,3433.0,226.0,243.0,150.0,2947.0,0
3237.0,247.0,2.0,430.0,54.0,5769.0,215.0,240.0,162.0,2066.0,0
3367.0,198.0,20.0,330.0,41.0,3004.0,210.0,253.0,169.0,1608.0,0
3182.0,336.0,6.0,591.0,7.0,3864.0,207.0,232.0,164.0,4136.0,0
3009.0,312.0,6.0,67.0,15.0,2435.0,204.0,236.0,170.0,953.0,0
3231.0,37.0,10.0,488.0,40.0,3164.0,220.0,219.0,133.0,3776.0,0
2826.0,141.0,6.0,150.0,24.0,1052.0,230.0,238.0,142.0,2001.0,0
3138.0,51.0,19.0,108.0,34.0,2837.0,226.0,197.0,98.0,1381.0,0
3047.0,336.0,6.0,95.0,12.0,1742.0,206.0,231.0,164.0,1652.0,0
3043.0,347.0,9.0,514.0,98.0,2742.0,202.0,225.0,161.0,1541.0,0
2930.0,4.0,11.0,708.0,55.0,732.0,206.0,220.0,151.0,1116.0,0
3126.0,7.0,11.0,730.0,-25.0,4213.0,207.0,218.0,148.0,3784.0,0
3056.0,315.0,11.0,379.0,13.0,459.0,192.0,231.0,180.0,525.0,1
3165.0,24.0,16.0,60.0,13.0,2577.0,210.0,204.0,127.0,2843.0,0
2789.0,308.0,3.0,30.0,-5.0,1725.0,212.0,237.0,164.0,1600.0,1
2981.0,257.0,11.0,108.0,18.0,1634.0,195.0,247.0,190.0,1500.0,1
3037.0,236.0,14.0,270.0,32.0,5664.0,194.0,252.0,193.0,1963.0,1
2906.0,210.0,11.0,577.0,106.0,2430.0,211.0,251.0,174.0,1731.0,1
2781.0,331.0,19.0,108.0,59.0,3307.0,172.0,213.0,179.0,6087.0,0
3201.0,71.0,10.0,594.0,52.0,5824.0,231.0,221.0,121.0,1260.0,0
3094.0,90.0,23.0,67.0,6.0,2760.0,248.0,197.0,65.0,3566.0,0
3130.0,141.0,13.0,323.0,71.0,2899.0,239.0,236.0,124.0,1124.0,1
3086.0,176.0,4.0,514.0,-42.0,6321.0,221.0,241.0,156.0,2783.0,1
2903.0,45.0,2.0,335.0,3.0,4678.0,220.0,234.0,151.0,4858.0,1
2972.0,83.0,16.0,350.0,138.0,765.0,241.0,211.0,96.0,1110.0,0
2854.0,90.0,14.0,67.0,7.0,3876.0,240.0,218.0,105.0,6155.0,1
2943.0,88.0,6.0,255.0,76.0,3621.0,230.0,229.0,133.0,5220.0,1
3163.0,256.0,6.0,212.0,28.0,228.0,206.0,244.0,176.0,2831.0,1
3189.0,152.0,8.0,0.0,0.0,4355.0,230.0,240.0,142.0,3566.0,0
3210.0,95.0,16.0,95.0,6.0,2317.0,244.0,215.0,96.0,4158.0,0
2849.0,42.0,7.0,0.0,0.0,875.0,221.0,225.0,139.0,443.0,1
3055.0,107.0,5.0,571.0,83.0,2597.0,229.0,234.0,139.0,2172.0,0
2925.0,93.0,9.0,240.0,41.0,3467.0,234.0,227.0,125.0,2135.0,1
2886.0,321.0,10.0,162.0,22.0,2108.0,194.0,230.0,176.0,853.0,1
2686.0,80.0,7.0,228.0,11.0,277.0,230.0,228.0,131.0,1214.0,1
3363.0,175.0,13.0,636.0,157.0,1426.0,227.0,246.0,149.0,1834.0,0
2971.0,145.0,17.0,824.0,176.0,2791.0,241.0,235.0,118.0,1150.0,1
3271.0,289.0,15.0,309.0,57.0,607.0,177.0,237.0,200.0,1075.0,0
3094.0,253.0,9.0,0.0,0.0,216.0,199.0,246.0,185.0,2145.0,0
3233.0,340.0,15.0,323.0,15.0,3957.0,187.0,217.0,168.0,1626.0,0
2929.0,153.0,26.0,362.0,178.0,1926.0,241.0,231.0,102.0,845.0,1
3008.0,264.0,20.0,684.0,108.0,5825.0,164.0,245.0,217.0,5228.0,0
2955.0,64.0,16.0,134.0,13.0,1642.0,233.0,206.0,100.0,1505.0,0
3064.0,164.0,20.0,959.0,162.0,3127.0,234.0,242.0,130.0,1693.0,1
3071.0,33.0,5.0,0.0,0.0,1999.0,219.0,229.0,147.0,1834.0,0
3100.0,45.0,16.0,480.0,13.0,1932.0,223.0,204.0,111.0,2375.0,1
2687.0,218.0,32.0,124.0,47.0,1774.0,169.0,250.0,199.0,1148.0,1
3104.0,285.0,8.0,182.0,0.0,1729.0,198.0,240.0,182.0,920.0,0
2738.0,144.0,26.0,42.0,16.0,3357.0,246.0,224.0,89.0,1579.0,1
2876.0,310.0,23.0,268.0,40.0,2592.0,150.0,217.0,204.0,1376.0,1
2891.0,192.0,6.0,313.0,54.0,1440.0,220.0,244.0,160.0,2011.0,1
3217.0,308.0,12.0,646.0,70.0,2646.0,188.0,232.0,185.0,228.0,0
3150.0,24.0,24.0,67.0,27.0,3851.0,199.0,180.0,107.0,1263.0,0
2946.0,94.0,8.0,242.0,-7.0,1783.0,232.0,229.0,129.0,1342.0,1
3223.0,219.0,10.0,256.0,0.0,3630.0,209.0,250.0,177.0,1650.0,1
3287.0,184.0,28.0,402.0,156.0,2758.0,214.0,245.0,146.0,870.0,0
3185.0,54.0,37.0,150.0,90.0,4793.0,214.0,137.0,26.0,1627.0,0
3266.0,174.0,12.0,457.0,59.0,4063.0,227.0,246.0,150.0,2030.0,0
3106.0,29.0,7.0,690.0,-68.0,4184.0,218.0,224.0,142.0,4207.0,0
2847.0,35.0,15.0,85.0,20.0,324.0,217.0,206.0,121.0,212.0,0
3198.0,29.0,12.0,638.0,23.0,3689.0,216.0,213.0,131.0,4132.0,0
3183.0,186.0,10.0,0.0,0.0,2184.0,222.0,247.0,158.0,4006.0,0
3238.0,85.0,13.0,150.0,32.0,4227.0,239.0,217.0,106.0,1940.0,0
2949.0,296.0,7.0,228.0,13.0,3532.0,200.0,238.0,178.0,6110.0,1
2831.0,19.0,11.0,330.0,52.0,1380.0,212.0,216.0,140.0,2716.0,1
2928.0,17.0,13.0,30.0,7.0,2292.0,209.0,213.0,139.0,1964.0,0
3090.0,222.0,13.0,201.0,-17.0,2412.0,204.0,252.0,183.0,510.0,1
3032.0,68.0,8.0,339.0,42.0,4179.0,228.0,225.0,130.0,2466.0,0
2691.0,34.0,11.0,162.0,41.0,1598.0,219.0,217.0,133.0,417.0,0
3005.0,225.0,3.0,426.0,68.0,4790.0,216.0,242.0,163.0,1710.0,1
2804.0,71.0,13.0,60.0,13.0,2609.0,234.0,214.0,110.0,2736.0,1
3228.0,310.0,20.0,277.0,83.0,2582.0,161.0,222.0,199.0,301.0,0
2899.0,149.0,1.0,510.0,22.0,3840.0,221.0,238.0,154.0,3428.0,1
2835.0,255.0,22.0,390.0,54.0,1530.0,163.0,247.0,219.0,1426.0,1
2799.0,133.0,10.0,366.0,34.0,2408.0,236.0,236.0,130.0,2662.0,1
3017.0,155.0,11.0,391.0,67.0,404.0,233.0,241.0,138.0,1489.0,0
3130.0,5.0,8.0,175.0,24.0,4632.0,210.0,224.0,152.0,2605.0,1
3004.0,98.0,13.0,573.0,6.0,4312.0,240.0,222.0,110.0,3132.0,1
